id_label,pred
1700001_y1,0
1700001_y2,0
1700001_y3,0
1700001_y4,0
1700001_y5,0
1700001_y6,0
1700001_y7,0
1700001_y8,0
1700001_y9,0
1700001_y10,0
1700001_y11,0
1700001_y12,0
1700001_y13,0
1700001_y14,0
1700001_y15,0
1700001_y16,0
1700001_y17,0
1700001_y18,0
1700001_y19,0
1700001_y20,0
1700001_y21,0
1700001_y22,0
1700001_y23,0
1700001_y24,0
1700001_y25,0
1700001_y26,0
1700001_y27,0
1700001_y28,0
1700001_y29,0
1700001_y30,0
1700001_y31,0
1700001_y32,0
1700001_y33,0
1700002_y1,0
1700002_y2,0
1700002_y3,0
1700002_y4,0
1700002_y5,0
1700002_y6,0
1700002_y7,0
1700002_y8,0
1700002_y9,0
1700002_y10,0
1700002_y11,0
1700002_y12,0
1700002_y13,0
1700002_y14,0
1700002_y15,0
1700002_y16,0
1700002_y17,0
1700002_y18,0
1700002_y19,0
1700002_y20,0
1700002_y21,0
1700002_y22,0
1700002_y23,0
1700002_y24,0
1700002_y25,0
1700002_y26,0
1700002_y27,0
1700002_y28,0
1700002_y29,0
1700002_y30,0
1700002_y31,0
1700002_y32,0
1700002_y33,0
1700003_y1,0
1700003_y2,0
1700003_y3,0
1700003_y4,0
1700003_y5,0
1700003_y6,0
1700003_y7,0
1700003_y8,0
1700003_y9,0
1700003_y10,0
1700003_y11,0
1700003_y12,0
1700003_y13,0
1700003_y14,0
1700003_y15,0
1700003_y16,0
1700003_y17,0
1700003_y18,0
1700003_y19,0
1700003_y20,0
1700003_y21,0
1700003_y22,0
1700003_y23,0
1700003_y24,0
1700003_y25,0
1700003_y26,0
1700003_y27,0
1700003_y28,0
1700003_y29,0
1700003_y30,0
1700003_y31,0
1700003_y32,0
1700003_y33,0
1700004_y1,0
1700004_y2,0
1700004_y3,0
1700004_y4,0
1700004_y5,0
1700004_y6,0
1700004_y7,0
1700004_y8,0
1700004_y9,0
1700004_y10,0
1700004_y11,0
1700004_y12,0
1700004_y13,0
1700004_y14,0
1700004_y15,0
1700004_y16,0
1700004_y17,0
1700004_y18,0
1700004_y19,0
1700004_y20,0
1700004_y21,0
1700004_y22,0
1700004_y23,0
1700004_y24,0
1700004_y25,0
1700004_y26,0
1700004_y27,0
1700004_y28,0
1700004_y29,0
1700004_y30,0
1700004_y31,0
1700004_y32,0
1700004_y33,0
1700005_y1,0
1700005_y2,0
1700005_y3,0
1700005_y4,0
1700005_y5,0
1700005_y6,0
1700005_y7,0
1700005_y8,0
1700005_y9,0
1700005_y10,0
1700005_y11,0
1700005_y12,0
1700005_y13,0
1700005_y14,0
1700005_y15,0
1700005_y16,0
1700005_y17,0
1700005_y18,0
1700005_y19,0
1700005_y20,0
1700005_y21,0
1700005_y22,0
1700005_y23,0
1700005_y24,0
1700005_y25,0
1700005_y26,0
1700005_y27,0
1700005_y28,0
1700005_y29,0
1700005_y30,0
1700005_y31,0
1700005_y32,0
1700005_y33,0
1700006_y1,0
1700006_y2,0
1700006_y3,0
1700006_y4,0
1700006_y5,0
1700006_y6,0
1700006_y7,0
1700006_y8,0
1700006_y9,0
1700006_y10,0
1700006_y11,0
1700006_y12,0
1700006_y13,0
1700006_y14,0
1700006_y15,0
1700006_y16,0
1700006_y17,0
1700006_y18,0
1700006_y19,0
1700006_y20,0
1700006_y21,0
1700006_y22,0
1700006_y23,0
1700006_y24,0
1700006_y25,0
1700006_y26,0
1700006_y27,0
1700006_y28,0
1700006_y29,0
1700006_y30,0
1700006_y31,0
1700006_y32,0
1700006_y33,0
1700007_y1,0
1700007_y2,0
1700007_y3,0
1700007_y4,0
1700007_y5,0
1700007_y6,0
1700007_y7,0
1700007_y8,0
1700007_y9,0
1700007_y10,0
1700007_y11,0
1700007_y12,0
1700007_y13,0
1700007_y14,0
1700007_y15,0
1700007_y16,0
1700007_y17,0
1700007_y18,0
1700007_y19,0
1700007_y20,0
1700007_y21,0
1700007_y22,0
1700007_y23,0
1700007_y24,0
1700007_y25,0
1700007_y26,0
1700007_y27,0
1700007_y28,0
1700007_y29,0
1700007_y30,0
1700007_y31,0
1700007_y32,0
1700007_y33,0
1700008_y1,0
1700008_y2,0
1700008_y3,0
1700008_y4,0
1700008_y5,0
1700008_y6,0
1700008_y7,0
1700008_y8,0
1700008_y9,0
1700008_y10,0
1700008_y11,0
1700008_y12,0
1700008_y13,0
1700008_y14,0
1700008_y15,0
1700008_y16,0
1700008_y17,0
1700008_y18,0
1700008_y19,0
1700008_y20,0
1700008_y21,0
1700008_y22,0
1700008_y23,0
1700008_y24,0
1700008_y25,0
1700008_y26,0
1700008_y27,0
1700008_y28,0
1700008_y29,0
1700008_y30,0
1700008_y31,0
1700008_y32,0
1700008_y33,0
1700009_y1,0
1700009_y2,0
1700009_y3,0
1700009_y4,0
1700009_y5,0
1700009_y6,0
1700009_y7,0
1700009_y8,0
1700009_y9,0
1700009_y10,0
1700009_y11,0
1700009_y12,0
1700009_y13,0
1700009_y14,0
1700009_y15,0
1700009_y16,0
1700009_y17,0
1700009_y18,0
1700009_y19,0
1700009_y20,0
1700009_y21,0
1700009_y22,0
1700009_y23,0
1700009_y24,0
1700009_y25,0
1700009_y26,0
1700009_y27,0
1700009_y28,0
1700009_y29,0
1700009_y30,0
1700009_y31,0
1700009_y32,0
1700009_y33,0
1700010_y1,0
1700010_y2,0
1700010_y3,0
1700010_y4,0
1700010_y5,0
1700010_y6,0
1700010_y7,0
1700010_y8,0
1700010_y9,0
1700010_y10,0
1700010_y11,0
1700010_y12,0
1700010_y13,0
1700010_y14,0
1700010_y15,0
1700010_y16,0
1700010_y17,0
1700010_y18,0
1700010_y19,0
1700010_y20,0
1700010_y21,0
1700010_y22,0
1700010_y23,0
1700010_y24,0
1700010_y25,0
1700010_y26,0
1700010_y27,0
1700010_y28,0
1700010_y29,0
1700010_y30,0
1700010_y31,0
1700010_y32,0
1700010_y33,0
1700011_y1,0
1700011_y2,0
1700011_y3,0
1700011_y4,0
1700011_y5,0
1700011_y6,0
1700011_y7,0
1700011_y8,0
1700011_y9,0
1700011_y10,0
1700011_y11,0
1700011_y12,0
1700011_y13,0
1700011_y14,0
1700011_y15,0
1700011_y16,0
1700011_y17,0
1700011_y18,0
1700011_y19,0
1700011_y20,0
1700011_y21,0
1700011_y22,0
1700011_y23,0
1700011_y24,0
1700011_y25,0
1700011_y26,0
1700011_y27,0
1700011_y28,0
1700011_y29,0
1700011_y30,0
1700011_y31,0
1700011_y32,0
1700011_y33,0
1700012_y1,0
1700012_y2,0
1700012_y3,0
1700012_y4,0
1700012_y5,0
1700012_y6,0
1700012_y7,0
1700012_y8,0
1700012_y9,0
1700012_y10,0
1700012_y11,0
1700012_y12,0
1700012_y13,0
1700012_y14,0
1700012_y15,0
1700012_y16,0
1700012_y17,0
1700012_y18,0
1700012_y19,0
1700012_y20,0
1700012_y21,0
1700012_y22,0
1700012_y23,0
1700012_y24,0
1700012_y25,0
1700012_y26,0
1700012_y27,0
1700012_y28,0
1700012_y29,0
1700012_y30,0
1700012_y31,0
1700012_y32,0
1700012_y33,0
1700013_y1,0
1700013_y2,0
1700013_y3,0
1700013_y4,0
1700013_y5,0
1700013_y6,0
1700013_y7,0
1700013_y8,0
1700013_y9,0
1700013_y10,0
1700013_y11,0
1700013_y12,0
1700013_y13,0
1700013_y14,0
1700013_y15,0
1700013_y16,0
1700013_y17,0
1700013_y18,0
1700013_y19,0
1700013_y20,0
1700013_y21,0
1700013_y22,0
1700013_y23,0
1700013_y24,0
1700013_y25,0
1700013_y26,0
1700013_y27,0
1700013_y28,0
1700013_y29,0
1700013_y30,0
1700013_y31,0
1700013_y32,0
1700013_y33,0
1700014_y1,0
1700014_y2,0
1700014_y3,0
1700014_y4,0
1700014_y5,0
1700014_y6,0
1700014_y7,0
1700014_y8,0
1700014_y9,0
1700014_y10,0
1700014_y11,0
1700014_y12,0
1700014_y13,0
1700014_y14,0
1700014_y15,0
1700014_y16,0
1700014_y17,0
1700014_y18,0
1700014_y19,0
1700014_y20,0
1700014_y21,0
1700014_y22,0
1700014_y23,0
1700014_y24,0
1700014_y25,0
1700014_y26,0
1700014_y27,0
1700014_y28,0
1700014_y29,0
1700014_y30,0
1700014_y31,0
1700014_y32,0
1700014_y33,0
1700015_y1,0
1700015_y2,0
1700015_y3,0
1700015_y4,0
1700015_y5,0
1700015_y6,0
1700015_y7,0
1700015_y8,0
1700015_y9,0
1700015_y10,0
1700015_y11,0
1700015_y12,0
1700015_y13,0
1700015_y14,0
1700015_y15,0
1700015_y16,0
1700015_y17,0
1700015_y18,0
1700015_y19,0
1700015_y20,0
1700015_y21,0
1700015_y22,0
1700015_y23,0
1700015_y24,0
1700015_y25,0
1700015_y26,0
1700015_y27,0
1700015_y28,0
1700015_y29,0
1700015_y30,0
1700015_y31,0
1700015_y32,0
1700015_y33,0
1700016_y1,0
1700016_y2,0
1700016_y3,0
1700016_y4,0
1700016_y5,0
1700016_y6,0
1700016_y7,0
1700016_y8,0
1700016_y9,0
1700016_y10,0
1700016_y11,0
1700016_y12,0
1700016_y13,0
1700016_y14,0
1700016_y15,0
1700016_y16,0
1700016_y17,0
1700016_y18,0
1700016_y19,0
1700016_y20,0
1700016_y21,0
1700016_y22,0
1700016_y23,0
1700016_y24,0
1700016_y25,0
1700016_y26,0
1700016_y27,0
1700016_y28,0
1700016_y29,0
1700016_y30,0
1700016_y31,0
1700016_y32,0
1700016_y33,0
1700017_y1,0
1700017_y2,0
1700017_y3,0
1700017_y4,0
1700017_y5,0
1700017_y6,0
1700017_y7,0
1700017_y8,0
1700017_y9,0
1700017_y10,0
1700017_y11,0
1700017_y12,0
1700017_y13,0
1700017_y14,0
1700017_y15,0
1700017_y16,0
1700017_y17,0
1700017_y18,0
1700017_y19,0
1700017_y20,0
1700017_y21,0
1700017_y22,0
1700017_y23,0
1700017_y24,0
1700017_y25,0
1700017_y26,0
1700017_y27,0
1700017_y28,0
1700017_y29,0
1700017_y30,0
1700017_y31,0
1700017_y32,0
1700017_y33,0
1700018_y1,0
1700018_y2,0
1700018_y3,0
1700018_y4,0
1700018_y5,0
1700018_y6,0
1700018_y7,0
1700018_y8,0
1700018_y9,0
1700018_y10,0
1700018_y11,0
1700018_y12,0
1700018_y13,0
1700018_y14,0
1700018_y15,0
1700018_y16,0
1700018_y17,0
1700018_y18,0
1700018_y19,0
1700018_y20,0
1700018_y21,0
1700018_y22,0
1700018_y23,0
1700018_y24,0
1700018_y25,0
1700018_y26,0
1700018_y27,0
1700018_y28,0
1700018_y29,0
1700018_y30,0
1700018_y31,0
1700018_y32,0
1700018_y33,0
1700019_y1,0
1700019_y2,0
1700019_y3,0
1700019_y4,0
1700019_y5,0
1700019_y6,0
1700019_y7,0
1700019_y8,0
1700019_y9,0
1700019_y10,0
1700019_y11,0
1700019_y12,0
1700019_y13,0
1700019_y14,0
1700019_y15,0
1700019_y16,0
1700019_y17,0
1700019_y18,0
1700019_y19,0
1700019_y20,0
1700019_y21,0
1700019_y22,0
1700019_y23,0
1700019_y24,0
1700019_y25,0
1700019_y26,0
1700019_y27,0
1700019_y28,0
1700019_y29,0
1700019_y30,0
1700019_y31,0
1700019_y32,0
1700019_y33,0
1700020_y1,0
1700020_y2,0
1700020_y3,0
1700020_y4,0
1700020_y5,0
1700020_y6,0
1700020_y7,0
1700020_y8,0
1700020_y9,0
1700020_y10,0
1700020_y11,0
1700020_y12,0
1700020_y13,0
1700020_y14,0
1700020_y15,0
1700020_y16,0
1700020_y17,0
1700020_y18,0
1700020_y19,0
1700020_y20,0
1700020_y21,0
1700020_y22,0
1700020_y23,0
1700020_y24,0
1700020_y25,0
1700020_y26,0
1700020_y27,0
1700020_y28,0
1700020_y29,0
1700020_y30,0
1700020_y31,0
1700020_y32,0
1700020_y33,0
1700021_y1,0
1700021_y2,0
1700021_y3,0
1700021_y4,0
1700021_y5,0
1700021_y6,0
1700021_y7,0
1700021_y8,0
1700021_y9,0
1700021_y10,0
1700021_y11,0
1700021_y12,0
1700021_y13,0
1700021_y14,0
1700021_y15,0
1700021_y16,0
1700021_y17,0
1700021_y18,0
1700021_y19,0
1700021_y20,0
1700021_y21,0
1700021_y22,0
1700021_y23,0
1700021_y24,0
1700021_y25,0
1700021_y26,0
1700021_y27,0
1700021_y28,0
1700021_y29,0
1700021_y30,0
1700021_y31,0
1700021_y32,0
1700021_y33,0
1700022_y1,0
1700022_y2,0
1700022_y3,0
1700022_y4,0
1700022_y5,0
1700022_y6,0
1700022_y7,0
1700022_y8,0
1700022_y9,0
1700022_y10,0
1700022_y11,0
1700022_y12,0
1700022_y13,0
1700022_y14,0
1700022_y15,0
1700022_y16,0
1700022_y17,0
1700022_y18,0
1700022_y19,0
1700022_y20,0
1700022_y21,0
1700022_y22,0
1700022_y23,0
1700022_y24,0
1700022_y25,0
1700022_y26,0
1700022_y27,0
1700022_y28,0
1700022_y29,0
1700022_y30,0
1700022_y31,0
1700022_y32,0
1700022_y33,0
1700023_y1,0
1700023_y2,0
1700023_y3,0
1700023_y4,0
1700023_y5,0
1700023_y6,0
1700023_y7,0
1700023_y8,0
1700023_y9,0
1700023_y10,0
1700023_y11,0
1700023_y12,0
1700023_y13,0
1700023_y14,0
1700023_y15,0
1700023_y16,0
1700023_y17,0
1700023_y18,0
1700023_y19,0
1700023_y20,0
1700023_y21,0
1700023_y22,0
1700023_y23,0
1700023_y24,0
1700023_y25,0
1700023_y26,0
1700023_y27,0
1700023_y28,0
1700023_y29,0
1700023_y30,0
1700023_y31,0
1700023_y32,0
1700023_y33,0
1700024_y1,0
1700024_y2,0
1700024_y3,0
1700024_y4,0
1700024_y5,0
1700024_y6,0
1700024_y7,0
1700024_y8,0
1700024_y9,0
1700024_y10,0
1700024_y11,0
1700024_y12,0
1700024_y13,0
1700024_y14,0
1700024_y15,0
1700024_y16,0
1700024_y17,0
1700024_y18,0
1700024_y19,0
1700024_y20,0
1700024_y21,0
1700024_y22,0
1700024_y23,0
1700024_y24,0
1700024_y25,0
1700024_y26,0
1700024_y27,0
1700024_y28,0
1700024_y29,0
1700024_y30,0
1700024_y31,0
1700024_y32,0
1700024_y33,0
1700025_y1,0
1700025_y2,0
1700025_y3,0
1700025_y4,0
1700025_y5,0
1700025_y6,0
1700025_y7,0
1700025_y8,0
1700025_y9,0
1700025_y10,0
1700025_y11,0
1700025_y12,0
1700025_y13,0
1700025_y14,0
1700025_y15,0
1700025_y16,0
1700025_y17,0
1700025_y18,0
1700025_y19,0
1700025_y20,0
1700025_y21,0
1700025_y22,0
1700025_y23,0
1700025_y24,0
1700025_y25,0
1700025_y26,0
1700025_y27,0
1700025_y28,0
1700025_y29,0
1700025_y30,0
1700025_y31,0
1700025_y32,0
1700025_y33,0
1700026_y1,0
1700026_y2,0
1700026_y3,0
1700026_y4,0
1700026_y5,0
1700026_y6,0
1700026_y7,0
1700026_y8,0
1700026_y9,0
1700026_y10,0
1700026_y11,0
1700026_y12,0
1700026_y13,0
1700026_y14,0
1700026_y15,0
1700026_y16,0
1700026_y17,0
1700026_y18,0
1700026_y19,0
1700026_y20,0
1700026_y21,0
1700026_y22,0
1700026_y23,0
1700026_y24,0
1700026_y25,0
1700026_y26,0
1700026_y27,0
1700026_y28,0
1700026_y29,0
1700026_y30,0
1700026_y31,0
1700026_y32,0
1700026_y33,0
1700027_y1,0
1700027_y2,0
1700027_y3,0
1700027_y4,0
1700027_y5,0
1700027_y6,0
1700027_y7,0
1700027_y8,0
1700027_y9,0
1700027_y10,0
1700027_y11,0
1700027_y12,0
1700027_y13,0
1700027_y14,0
1700027_y15,0
1700027_y16,0
1700027_y17,0
1700027_y18,0
1700027_y19,0
1700027_y20,0
1700027_y21,0
1700027_y22,0
1700027_y23,0
1700027_y24,0
1700027_y25,0
1700027_y26,0
1700027_y27,0
1700027_y28,0
1700027_y29,0
1700027_y30,0
1700027_y31,0
1700027_y32,0
1700027_y33,0
1700028_y1,0
1700028_y2,0
1700028_y3,0
1700028_y4,0
1700028_y5,0
1700028_y6,0
1700028_y7,0
1700028_y8,0
1700028_y9,0
1700028_y10,0
1700028_y11,0
1700028_y12,0
1700028_y13,0
1700028_y14,0
1700028_y15,0
1700028_y16,0
1700028_y17,0
1700028_y18,0
1700028_y19,0
1700028_y20,0
1700028_y21,0
1700028_y22,0
1700028_y23,0
1700028_y24,0
1700028_y25,0
1700028_y26,0
1700028_y27,0
1700028_y28,0
1700028_y29,0
1700028_y30,0
1700028_y31,0
1700028_y32,0
1700028_y33,0
1700029_y1,0
1700029_y2,0
1700029_y3,0
1700029_y4,0
1700029_y5,0
1700029_y6,0
1700029_y7,0
1700029_y8,0
1700029_y9,0
1700029_y10,0
1700029_y11,0
1700029_y12,0
1700029_y13,0
1700029_y14,0
1700029_y15,0
1700029_y16,0
1700029_y17,0
1700029_y18,0
1700029_y19,0
1700029_y20,0
1700029_y21,0
1700029_y22,0
1700029_y23,0
1700029_y24,0
1700029_y25,0
1700029_y26,0
1700029_y27,0
1700029_y28,0
1700029_y29,0
1700029_y30,0
1700029_y31,0
1700029_y32,0
1700029_y33,0
1700030_y1,0
1700030_y2,0
1700030_y3,0
1700030_y4,0
1700030_y5,0
1700030_y6,0
1700030_y7,0
1700030_y8,0
1700030_y9,0
1700030_y10,0
1700030_y11,0
1700030_y12,0
1700030_y13,0
1700030_y14,0
1700030_y15,0
1700030_y16,0
1700030_y17,0
1700030_y18,0
1700030_y19,0
1700030_y20,0
1700030_y21,0
1700030_y22,0
1700030_y23,0
1700030_y24,0
1700030_y25,0
1700030_y26,0
1700030_y27,0
1700030_y28,0
1700030_y29,0
1700030_y30,0
1700030_y31,0
1700030_y32,0
1700030_y33,0